organism	gene	modification	new_id	old_id	random_id	protein_length_new	protein_length_old	CDS_counts_new	CDS_counts_old	CDS_change	source_new	source_old	chain_count_new	chain_count_old	fraction_disordered_new	fraction_disordered_old	has_clash_new	has_clash_old	pae_mean_new	pae_mean_old	ptm_new	ptm_old	ranking_score_new	ranking_score_old	residue_plddt_50_new	residue_plddt_50_old	residue_plddt_60_new	residue_plddt_60_old	residue_plddt_70_new	residue_plddt_70_old	residue_plddt_80_new	residue_plddt_80_old	residue_plddt_90_new	residue_plddt_90_old	residue_plddt_count_fp_new	residue_plddt_count_fp_old	residue_plddt_count_tp_new	residue_plddt_count_tp_old	residue_plddt_max_new	residue_plddt_max_old	residue_plddt_mean_new	residue_plddt_mean_old	residue_plddt_median_new	residue_plddt_median_old	residue_plddt_min_new	residue_plddt_min_old	total_residue_plddt_over_80_new	total_residue_plddt_over_80_old	Foldseek_transformed_evalue_new	Foldseek_transformed_evalue_old	alnlen_new	alnlen_old	alntmscore_new	alntmscore_old	bits_new	bits_old	evalue_new	evalue_old	fident_new	fident_old	gapopen_new	gapopen_old	lddt_new	lddt_old	mismatch_new	mismatch_old	qend_new	qend_old	qstart_new	qstart_old	query_length_new	query_length_old	query_new	query_old	target_new	target_old	taxid_new	taxid_old	taxlineage_new	taxlineage_old	taxname_new	taxname_old	tend_new	tend_old	tstart_new	tstart_old	diff_alnlen	diff_alntmscore	diff_bits	diff_CDS_counts	diff_evalue	diff_fident	diff_fraction_disordered	diff_lddt	diff_pae_max	diff_pae_mean	diff_ph-LDDT	diff_protein_length	diff_ptm	diff_residue_plddt_50	diff_residue_plddt_60	diff_residue_plddt_70	diff_residue_plddt_80	diff_residue_plddt_90	diff_residue_plddt_mean	diff_residue_plddt_median	diff_total_residue_plddt_over_80	diff_PSAURON_in_frame_score	diff_mean_out_of_frame_score	ph-LDDT_new	ph-LDDT_old	precision_new	precision_old	query_tp_count_new	query_tp_count_old	sensitivity_new	sensitivity_old	PSAURON_in_frame_score_new	PSAURON_in_frame_score_old	mean_out_of_frame_score_new	mean_out_of_frame_score_old	alignment_score	alignment_length	percent_alignment_score	IPR_max_new	IPR_total_new	IPR_evalue_min_new	IPR_max_old	IPR_total_old	IPR_evalue_min_old	IPR_transformed_evalue_min_new	IPR_transformed_evalue_min_old	diff_IPR_min_evalue	diff_IPR_transformed_min_evalue	above_90_old	above_80_old	above_70_old	above_60_old	above_50_old	above_90_new	above_80_new	above_70_new	above_60_new	above_50_new	diff_above_90	diff_above_80	diff_above_70	diff_above_60	diff_above_50
Toxoplasma gondii str. ME49	TGME49_310802	changed	TGME49_310802	TGME49_310802		797	499	4	4	same	toxo66	toxo65	1	1	0.3	0.39	0	0	17.9855201988637	21.1844542793001	0.7	0.54	0.86	0.74	75	53	68	46	104	65	211	95	113	32	75	65	496	238	96.7907142857143	95.1958333333333	65.0570030213409	56.9229890408523	73.0633333333333	57.2744444444445	17.6745454545455	15.3	324	127	75.1570016065321	93.3960890159753	293.0	214.0	0.5426	0.7109	216.0	287.0	3.05e-08	4.575e-10	0.146	0.186	9.0	8.0	0.4701	0.5906	172.0	139.0	775.0	397.0	505.0	206.0	270.0	191.0	tgme49_310802.r3624_model	tgme49_310802-t26_1_model	7y11-assembly1.cif.gz_A	7y11-assembly1.cif.gz_A	3702.0	3702.0	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_malvids;o_Brassicales;f_Brassicaceae;-_Camelineae;g_Arabidopsis;s_Arabidopsis thaliana	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_malvids;o_Brassicales;f_Brassicaceae;-_Camelineae;g_Arabidopsis;s_Arabidopsis thaliana	Arabidopsis thaliana	Arabidopsis thaliana	285.0	249.0	49.0	49.0	79.0	-0.1683	-71.0	0	3.00425e-08	-0.04000000000000001	-0.09	-0.1205	0.0	-3.1989340804364	0.102861887971266	298.0	0.16	22	22	39	116	81	8.13401398048859		197	-0.00663	0.03632	0.743165058533636	0.64030317056237	0.622333751568381	0.476953907815631	249.0	186.0	0.922222222222222	0.973821989528796	0.93716	0.94379	0.2061	0.16978	498	797	62.48	217.0	1045.0	1.57e-27	218.0	1046.0	6.54e-28	268.041003475908	271.844222516757	9.16e-28	-3.80321904084968	32	127	192	238	291	113	324	428	496	571	81	197	236	258	280
Toxoplasma gondii str. ME49	TGME49_310960	changed	TGME49_310960	TGME49_310960		127	195	5	7	decrease	toxo66	toxo65	1	1	0.15	0.43	0	0	6.57105834211668	19.4138224852071	0.8	0.52	0.88	0.74	5	13	7	12	14	17	28	52	65	28	0	28	114	109	98.1909090909091	96.014	83.9198551260638	62.0842708291708	90.3725	69.6488888888889	30.4371428571429	17.1672727272727	93	80	120.482254919183	109.570309266068	108.0	112.0	0.9253	0.8796	436.0	387.0	8.949e-13	1.104e-11	0.49	0.491	0.0	4.0	0.8117	0.7704	55.0	53.0	120.0	185.0	13.0	77.0	107.0	108.0	tgme49_310960.r3629_model	tgme49_310960-t26_1_model	7uzj-assembly1.cif.gz_L	6o7v-assembly1.cif.gz_N	10116.0	559292.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;-_Glires;o_Rodentia;-_Myomorpha;-_Muroidea;f_Muridae;-_Murinae;g_Rattus;s_Rattus norvegicus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Saccharomycotina;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Saccharomyces;s_Saccharomyces cerevisiae;-_Saccharomyces cerevisiae S288C	Rattus norvegicus	Saccharomyces cerevisiae S288C	110.0	112.0	3.0	2.0	-4.0	0.04569999999999996	49.0	-2	-1.01451e-11	-0.0010000000000000009	-0.28	0.0413	-1.4	-12.8427641430904	0.233771549149571	-68.0	0.28	-8	-5	-3	-24	37	21.835584296893		13	0.0140599999999999	-0.00745	0.946058091286307	0.712286542136736	0.897637795275591	0.558974358974359	107.0	106.0	1.0	0.981481481481482	0.99978	0.98572	0.00386	0.01131	126	195	64.62	118.0	551.0	9.6e-52	113.0	433.0	3.0999999999999995e-43	510.177287669604	425.086383061657	-3.0999999904000002e-43	85.090904607947	28	80	97	109	122	65	93	107	114	119	37	13	10	5	-3
Toxoplasma gondii str. ME49	TGME49_311375	changed	TGME49_311375	TGME49_311375		512	151	14	7	increase	toxo66	toxo65	1	1	1.0	1.0	0	0	29.59128074646	25.5816323845445	0.13	0.15	0.63	0.65	74	45	111	14	91	0	32	0	0	0	0	0	234	14	89.21875	66.7257142857143	55.8246736132249	46.7189349860956	56.9890972222222	48.04	25.5716666666667	28.0757142857143	32	0	-4.05004665050369	-8.31357785442068	0.0	0.0	0.1726	0.1164	21.0	12.0	2.541	6.782	0.179	0.106	5.0	7.0	0.4737	0.4417	56.0	107.0	258.0	139.0	183.0	12.0	75.0	127.0	tgme49_311375.r3646_model	tgme49_311375-t26_1_model	3ree-assembly1.cif.gz_A-2	4u4y-assembly1.cif.gz_SM	9606.0	559292.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Saccharomycotina;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Saccharomyces;s_Saccharomyces cerevisiae;-_Saccharomyces cerevisiae S288C	Homo sapiens	Saccharomyces cerevisiae S288C	74.0	158.0	3.0	4.0	0.0	0.0562	9.0	7	-4.241	0.073	0.0	0.03200000000000003	0.0	4.00964836191542	0.0	361.0	-0.0199999999999999	29	97	91	32	0	9.1057386271293		32	0.10897	-0.05649	0.0	0.0	0.45703125	0.0927152317880794	24.0	5.0	0.32	0.0393700787401574	0.97438	0.86541	0.12477	0.18126	98	559	17.53			10.0			10.0	-10.0	-10.0	0.0	0.0	0	0	0	14	59	0	32	123	234	308	0	32	123	220	249
Toxoplasma gondii str. ME49	TGME49_311755	changed	TGME49_311755	TGME49_311755		569	297	3	1	increase	toxo66	toxo65	1	1	1.0	1.0	0	0	30.3983948035742	28.4927728463082	0.12	0.13	0.62	0.63	69	13	24	13	2	4	0	0	0	0	49	52	26	17	77.2475	72.4016666666667	38.9571217668779	35.0999482062083	37.0116666666667	31.8922222222222	20.0490909090909	16.9554545454545	0	0	-7.26319612110775	-5.67144045195657	0.0	0.0	0.3407	0.1159	27.0	14.0	5.325	3.691	0.213	0.143	2.0	7.0	0.6865	0.5262	51.0	114.0	463.0	295.0	397.0	146.0	66.0	149.0	tgme49_311755.r3654_model	tgme49_311755-t26_1_model	5xxb-assembly1.cif.gz_g	8glv-assembly1.cif.gz_5V	5811.0	3055.0	-_cellular organisms;d_Eukaryota;-_Sar;-_Alveolata;p_Apicomplexa;c_Conoidasida;-_Coccidia;o_Eucoccidiorida;-_Eimeriorina;f_Sarcocystidae;g_Toxoplasma;s_Toxoplasma gondii	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Chlorophyta;-_core chlorophytes;c_Chlorophyceae;-_CS clade;o_Chlamydomonadales;f_Chlamydomonadaceae;g_Chlamydomonas;s_Chlamydomonas reinhardtii	Toxoplasma gondii	Chlamydomonas reinhardtii	121.0	179.0	47.0	1.0	0.0	0.2248	13.0	2	1.634	0.07	0.0	0.1603	0.0	1.90562195726604	0.0	272.0	-0.01	56	11	-2	0	0	3.85717356066961		0	0.37189	0.0720399999999999	0.0	0.0	0.0456942003514938	0.0572390572390572	5.0	17.0	0.0757575757575757	0.114093959731544	0.56635	0.19446	0.17356	0.10152	287	572	50.17			10.0			10.0	-10.0	-10.0	0.0	0.0	0	0	4	17	30	0	0	2	26	95	0	0	-2	9	65
Toxoplasma gondii str. ME49	TGME49_311820	changed	TGME49_311820	TGME49_311820		756	136	11	1	increase	toxo66	toxo65	1	1	0.59	1.0	0	0	27.2836818678089	25.0758974913495	0.37	0.18	0.67	0.68	41	49	41	14	71	0	90	0	54	0	191	0	256	14	96.658	69.5	47.8405319416768	49.999531494037	37.4625	49.508125	14.0936363636364	32.3783333333333	144	0	53.292904047762	-7.52125307297898	172.0	0.0	0.6173	0.3418	154.0	26.0	4.685e-06	5.651	0.191	0.121	13.0	1.0	0.4392	0.6925	114.0	57.0	401.0	66.0	238.0	1.0	163.0	65.0	tgme49_311820.r3657_model	tgme49_311820-t26_1_model	1imj-assembly1.cif.gz_A	5chl-assembly1.cif.gz_A	9606.0	7227.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Protostomia;-_Ecdysozoa;-_Panarthropoda;p_Arthropoda;-_Mandibulata;-_Pancrustacea;-_Hexapoda;c_Insecta;-_Dicondylia;-_Pterygota;-_Neoptera;-_Endopterygota;o_Diptera;-_Brachycera;-_Muscomorpha;-_Eremoneura;-_Cyclorrhapha;-_Schizophora;-_Acalyptratae;-_Ephydroidea;f_Drosophilidae;-_Drosophilinae;-_Drosophilini;g_Drosophila;-_Sophophora;-_melanogaster group;-_melanogaster subgroup;s_Drosophila melanogaster	Homo sapiens	Drosophila melanogaster	157.0	65.0	3.0	1.0	172.0	0.27549999999999997	128.0	10	-5.650995315	0.07	-0.41	-0.2533	0.0999999999999978	2.20778437645937	0.491453216220481	620.0	0.19	-8	27	71	90	54	-2.15899955236021		144	-0.00029	0.04332	0.491453216220481	0.0	0.338624338624339	0.102941176470588	146.0	11.0	0.895705521472393	0.169230769230769	0.99459	0.99488	0.06653	0.02321	127	757	16.78			10.0			10.0	-10.0	-10.0	0.0	0.0	0	0	0	14	63	54	144	215	256	297	54	144	215	242	234
Toxoplasma gondii str. ME49	TGME49_312160	changed	TGME49_312160	TGME49_312160		132	199	2	2	same	toxo66	toxo65	1	1	0.98	0.97	0	0	22.7381829660239	25.5496704628671	0.29	0.25	0.78	0.74	25	13	26	28	19	15	13	13	14	14	0	15	72	70	94.9785714285714	94.99	63.8317017523722	49.478326266977	62.9196825396825	41.412	37.75	17.67125	27	27	-2.90034611362518	-1.6790781000148	0.0	0.0	0.2266	0.2231	23.0	29.0	1.95	1.472	0.181	0.156	4.0	3.0	0.6435	0.6778	64.0	72.0	101.0	168.0	11.0	81.0	90.0	87.0	tgme49_312160.r3664_model	tgme49_312160-t26_1_model	6z1p-assembly1.cif.gz_By	6z1p-assembly1.cif.gz_By	312017.0	312017.0	-_cellular organisms;d_Eukaryota;-_Sar;-_Alveolata;p_Ciliophora;-_Intramacronucleata;c_Oligohymenophorea;o_Hymenostomatida;-_Tetrahymenina;f_Tetrahymenidae;g_Tetrahymena;s_Tetrahymena thermophila;-_Tetrahymena thermophila SB210	-_cellular organisms;d_Eukaryota;-_Sar;-_Alveolata;p_Ciliophora;-_Intramacronucleata;c_Oligohymenophorea;o_Hymenostomatida;-_Tetrahymenina;f_Tetrahymenidae;g_Tetrahymena;s_Tetrahymena thermophila;-_Tetrahymena thermophila SB210	Tetrahymena thermophila SB210	Tetrahymena thermophila SB210	106.0	106.0	17.0	5.0	0.0	0.003500000000000003	-6.0	0	0.478	0.024999999999999994	0.01	-0.0343	-0.0999999999999978	-2.81148749684323	0.0	-67.0	0.0399999999999999	12	-2	4	0	0	14.3533754853952		0	0.47719	0.0249099999999999	0.0	0.0	0.545454545454545	0.351758793969849	45.0	44.0	0.5	0.505747126436782	0.85311	0.37592	0.05178	0.02687	131	199	65.83			10.0			10.0	-10.0	-10.0	0.0	0.0	14	27	42	70	83	14	27	46	72	97	0	0	4	2	14
Toxoplasma gondii str. ME49	TGME49_312240	changed	TGME49_312240	TGME49_312240		2921	1813	6	4	increase	toxo66	toxo65	1	1	0.9	0.94	0	0	31.3489863565738	31.1467791147406	0.24	0.19	0.69	0.66	208	139	155	182	18	82	0	8	0	0	302	165	173	272	76.5728571428572	85.3642857142857	34.7187890308178	38.1882965638578	30.365	31.1711111111111	18.48375	19.4333333333333	0	8	45.3820144247489	-2.59832699063484	187.0	0.0	0.4255	0.5817	108.0	44.0	2.896e-05	1.819	0.128	0.227	6.0	1.0	0.4248	0.6973	100.0	47.0	1019.0	1770.0	836.0	1709.0	183.0	61.0	tgme49_312240.r3666_model	tgme49_312240-t26_1_model	5wdh-assembly1.cif.gz_A	4wbd-assembly1.cif.gz_A	9606.0	224308.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;-_Bacillus subtilis group;s_Bacillus subtilis;-_Bacillus subtilis subsp. subtilis;-_Bacillus subtilis subsp. subtilis str. 168	Homo sapiens	Bacillus subtilis subsp. subtilis str. 168	229.0	481.0	103.0	416.0	187.0	-0.1562	64.0	2	-1.81897104	-0.099	-0.0399999999999999	-0.2725	0.0	0.202207241833204	0.056843384974289	1108.0	0.0499999999999999	69	-27	-64	-8	0	-3.46950753303999		-8	0.0403999999999999	0.0022	0.056843384974289	0.0	0.0592262923656282	0.150027578599007	10.0	49.0	0.0546448087431694	0.80327868852459	0.73607	0.69567	0.13549	0.13329	1752	2972	58.95			10.0			10.0	-10.0	-10.0	0.0	0.0	0	8	90	272	411	0	0	18	173	381	0	-8	-72	-99	-30
Toxoplasma gondii str. ME49	TGME49_312460	changed	TGME49_312460	TGME49_312460		370	185	10	4	increase	toxo66	toxo65	1	1	0.03	0.11	0	0	5.45541709276844	4.70523009495983	0.88	0.87	0.89	0.93	6	1	5	13	41	20	131	44	177	107	0	0	354	184	97.71	98.538	86.6956601887602	88.4329318084318	89.2447916666667	91.8022222222222	34.16875	59.7516666666667	308	151	129.759250126926	84.2124621557357	359.0	162.0	0.8257	0.9076	643.0	399.0	1.057e-13	3.791e-09	0.309	0.376	7.0	1.0	0.6848	0.7614	235.0	100.0	354.0	165.0	5.0	5.0	349.0	160.0	tgme49_312460.r3672_model	tgme49_312460-t26_1_model	8j07-assembly1.cif.gz_d4	8j07-assembly1.cif.gz_d4	9606.0	9606.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	Homo sapiens	Homo sapiens	357.0	164.0	3.0	3.0	197.0	-0.08189999999999997	244.0	6	-3.7908943e-09	-0.067	-0.08	-0.0766	2.6	0.750186997808619	-0.0404015839807162	185.0	0.01	5	-8	21	87	70	-1.73727161967162		157	-0.0030499999999999	0.0278199999999999	0.956888388919013	0.997289972899729	0.956756756756757	0.994594594594595	334.0	160.0	0.95702005730659	1.0	0.99279	0.99584	0.12793	0.10011	160	387	41.34	344.0	851.0	1e-78	161.0	313.0	2.1e-37	780.0	366.777807052661	-2.1e-37	413.222192947339	107	151	171	184	185	177	308	349	354	360	70	157	178	170	175
Toxoplasma gondii str. ME49	TGME49_312635	changed	TGME49_312635	TGME49_312635		264	101	4	2	increase	toxo66	toxo65	1	1	0.27	1.0	0	0	14.5741046831956	21.514047642388	0.69	0.24	0.83	0.74	25	9	32	0	50	0	87	0	39	0	0	0	208	0	94.36875	55.952	74.1008823079278	41.966588691012	79.249126984127	41.5616666666667	33.1981818181818	26.6645454545455	126	0	105.715412264844	-8.5751341477669	195.0	0.0	0.7899	0.2666	342.0	19.0	2.682e-11	7.203	0.169	0.156	11.0	2.0	0.6274	0.5903	134.0	72.0	205.0	100.0	20.0	5.0	185.0	95.0	tgme49_312635.r3677_model	tgme49_312635-t26_1_model	4cym-assembly1.cif.gz_A	6gcs-assembly1.cif.gz_3	9606.0	4952.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Saccharomycotina;c_Saccharomycetes;o_Saccharomycetales;f_Dipodascaceae;g_Yarrowia;s_Yarrowia lipolytica	Homo sapiens	Yarrowia lipolytica	176.0	110.0	1.0	24.0	195.0	0.5233000000000001	323.0	2	-7.20299999997318	0.013000000000000012	-0.73	0.03709999999999991	-0.0999999999999978	-6.93994295919241	0.857467778620167	163.0	0.45	16	32	50	87	39	32.1342936169158		126	0.90254	-0.18976	0.857467778620167	0.0	0.787878787878788	0.0	174.0	0.0	0.940540540540541	0.0	0.94575	0.04321	0.02985	0.21961	10	324	3.09	187.0	362.0	3.51e-11			10.0	104.546928835342	-10.0	-9.9999999999649	114.546928835342	0	0	0	0	9	39	126	176	208	233	39	126	176	208	224
Toxoplasma gondii str. ME49	TGME49_313040	changed	TGME49_313040	TGME49_313040		547	361	1	2	decrease	toxo66	toxo65	1	1	0.5	0.45	0	0	21.5651795233432	20.0140437841944	0.55	0.57	0.8	0.8	29	17	40	21	83	33	129	93	20	60	26	31	272	207	92.89	96.524	57.5654628057805	62.7709461822419	59.788	72.6788888888889	16.13375	18.5611111111111	149	153	33.6552272983927	28.5325198636936	295.0	0.0	0.6326	0.5953	191.0	160.0	0.000431	0.001402	0.108	0.115	7.0	9.0	0.65	0.6755	147.0	170.0	329.0	359.0	38.0	38.0	291.0	321.0	tgme49_313040.r3689_model	tgme49_313040-t26_1_model	2ivx-assembly2.cif.gz_B	4or5-assembly1.cif.gz_B	9606.0	9606.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	Homo sapiens	Homo sapiens	200.0	256.0	19.0	22.0	295.0	0.0373	31.0	-1	-0.000971	-0.007000000000000006	0.0499999999999999	-0.025499999999999967	0.0	1.5511357391488	0.559355202494279	186.0	-0.0199999999999999	12	19	50	36	-40	-5.20548337646144		-4	-0.05459	0.01737	0.559355202494279	0.0	0.497257769652651	0.573407202216066	186.0	203.0	0.639175257731959	0.632398753894081	0.93373	0.98832	0.04729	0.02992	341	556	61.33	239.0	239.0	2.94e-10	240.0	240.0	7.07e-11	95.3165266958784	101.505805862031	2.233e-10	-6.18927916615257	60	153	186	207	224	20	149	232	272	301	-40	-4	46	65	77
Toxoplasma gondii str. ME49	TGME49_313318	changed	TGME49_313318	TGME49_313318		318	162	3	3	same	toxo66	toxo65	1	1	0.71	0.43	0	0	26.3845338396424	19.0049954275263	0.28	0.39	0.63	0.61	13	6	25	22	36	22	47	50	50	33	31	0	158	127	96.968	96.354	57.6365007895668	74.23910032423	59.8125714285714	81.059025974026	16.5163636363636	31.8081818181818	97	83	0.0541891874010531	-2.36789099409293	0.0	0.0	0.1132	0.5271	22.0	42.0	0.9876	1.725	0.144	0.126	6.0	1.0	0.6283	0.5964	141.0	54.0	245.0	102.0	65.0	40.0	180.0	62.0	tgme49_313318.r3699_model	tgme49_313318-t26_1_model	8snb-assembly1.cif.gz_2B	3erm-assembly3.cif.gz_D-2	7668.0	323.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Echinodermata;-_Eleutherozoa;-_Echinozoa;c_Echinoidea;-_Euechinoidea;-_Echinacea;o_Camarodonta;-_Echinidea;f_Strongylocentrotidae;g_Strongylocentrotus;s_Strongylocentrotus purpuratus	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas;-_Pseudomonas syringae group;s_Pseudomonas syringae group genomosp. 3;-_Pseudomonas syringae pv. tomato	Strongylocentrotus purpuratus	Pseudomonas syringae pv. tomato	243.0	63.0	14.0	2.0	0.0	-0.41390000000000005	-20.0	0	-0.7374	0.017999999999999988	0.28	0.03189999999999993	0.199999999999999	7.37953841211613	0.0	156.0	-0.11	7	3	14	-3	17	-16.6025995346631		14	-0.0688099999999999	0.11746	0.0	0.0	0.49685534591195	0.783950617283951	87.0	62.0	0.483333333333333	1.0	0.9302	0.99901	0.22851	0.11105	133	337	39.47			10.0			10.0	-10.0	-10.0	0.0	0.0	33	83	105	127	133	50	97	133	158	171	17	14	28	31	38
